Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Credit_History_0.0,Credit_History_1.0
1,1,0,0,0.5179320076276722,-0.6040028475801241,0.09023411978515136,300.0,1,N,0,1,0,0,1,0
1,1,0,0,13.343757255114134,-0.6040028475801241,2.673823026968842,360.0,0,N,0,0,0,1,1,0
0,0,1,1,-0.26414341633529176,-0.6040028475801241,-1.027664926592407,360.0,1,N,0,1,0,0,0,1
1,1,1,0,0.12909956133523537,-0.6040028475801241,0.9100267537953609,360.0,0,N,1,0,0,0,1,0
1,1,1,0,-0.5488873221047986,0.17263542487429856,-0.4314521018577092,360.0,0,Y,1,0,0,0,0,1
0,1,1,0,-0.5672351326376541,0.6325825375329925,0.41318273318311266,360.0,1,N,1,0,0,0,1,0
0,0,0,0,-0.4179827508030799,-0.6040028475801241,-1.0525071276230193,360.0,2,Y,1,0,0,0,0,1
0,0,0,0,-0.4876691465769059,-0.6040028475801241,0.189602923907601,360.0,2,N,0,1,0,0,0,1
1,1,0,1,-0.6640904017005161,7.0363146384446935,1.1708698646167912,360.0,2,N,0,0,1,0,0,1
1,1,0,0,-0.765532623396592,0.4553271718572168,-0.4066099008270968,360.0,0,Y,1,0,0,0,0,1
1,1,0,0,-0.3737010157670537,-0.06268635369526582,-0.08366128742913549,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,0.08199508621723145,-0.6040028475801241,-0.08366128742913549,360.0,0,Y,1,0,0,0,0,1
1,1,0,0,-0.6252777255733218,0.052682440343708926,-0.5556631070107713,360.0,2,Y,1,0,0,0,0,1
1,1,0,0,1.6787838663410273,-0.6040028475801241,-0.6053475090719961,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,-0.47602534373874766,1.0386654119152117,-0.29481999618934096,360.0,0,Y,1,0,0,0,0,1
0,0,1,0,-0.13376810879894385,-0.6040028475801241,-0.7916640168015892,360.0,0,N,0,1,0,0,0,1
1,1,0,0,0.10069573926033412,-0.6040028475801241,-0.14576679000566653,360.0,1,Y,0,0,1,0,0,1
1,1,0,0,-0.43121434493735067,-0.5978447513654948,-0.7171374137097519,360.0,0,Y,1,0,0,0,0,1
1,0,1,0,-0.46702785972744354,-0.6040028475801241,-1.0525071276230193,180.0,2,Y,1,0,0,0,0,1
0,0,0,1,0.575092494287722,-0.6040028475801241,0.06539191875453895,360.0,1,Y,0,1,0,0,0,1
1,0,0,0,0.20037374840517388,-0.6040028475801241,-0.49355760443424024,360.0,0,N,1,0,0,0,1,0
1,1,0,0,-0.5185428662235377,0.2899142982847795,-0.021555784852604475,360.0,1,Y,1,0,0,0,0,1
1,0,0,0,-0.2847847031847542,-0.6040028475801241,-0.5556631070107713,360.0,2,Y,1,0,0,0,0,1
1,0,0,0,-0.6065770725302192,0.10310853575147272,-1.1767181327760814,360.0,1,Y,1,0,0,0,0,1
1,0,0,1,0.8912393834692315,-0.6040028475801241,0.5249726378208686,360.0,2,N,1,0,0,0,1,0
0,1,1,1,0.31363619419453165,-0.6040028475801241,-0.08366128742913549,360.0,0,Y,1,0,0,0,0,1
1,0,0,0,-0.3006626161458791,1.3305255398813596,0.5249726378208686,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,0.4475399268333518,0.09623225001405039,0.43802493421372507,360.0,0,Y,1,0,0,0,0,1
1,0,1,0,-0.1159495620314592,0.1573547899022489,0.04054971772392655,360.0,1,Y,0,0,0,1,0,1
1,0,0,0,5.708068912109161,-0.6040028475801241,0.09023411978515136,360.0,1,Y,0,1,0,0,0,1
1,1,0,1,-0.3348883396398595,-0.14176363967562267,-0.18303009155158512,360.0,0,Y,0,1,0,0,0,1
1,1,1,0,-0.12565273106325778,-0.6040028475801241,-0.4314521018577092,360.0,0,Y,0,0,1,0,0,1
1,1,0,0,-0.3571174177854344,0.04924429747499776,0.06539191875453895,360.0,0,N,0,0,1,0,1,0
1,1,1,0,-0.5390077318178765,-0.12457292533206683,-0.24513559412811614,360.0,0,N,0,0,1,0,1,0
1,1,0,0,-0.24985329467027936,0.0580306625839263,0.052970818239232755,360.0,0,N,1,0,0,0,1,0
1,1,0,0,-0.5083104334263683,0.33804829844673584,-0.6798741121638333,180.0,0,Y,1,0,0,0,1,0
1,0,0,1,0.3035801826524859,-0.6040028475801241,-0.7544007152556705,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,-0.26555478637628066,-0.6040028475801241,-0.6053475090719961,360.0,1,Y,0,0,1,0,0,1
1,1,0,0,-0.18757659161164494,-0.6040028475801241,-0.3320832977352596,360.0,2,Y,1,0,0,0,0,1
1,1,0,0,-0.2921943958999458,0.37739593349976364,0.35107723060658164,360.0,2,N,1,0,0,0,0,1
1,0,0,0,-0.17822626509009362,-0.6040028475801241,-0.1085034884597479,360.0,0,Y,0,0,1,0,0,1
1,1,0,0,0.523930330301875,-0.6040028475801241,0.189602923907601,360.0,1,N,1,0,0,0,0,1
1,1,0,0,0.41913610475845053,-0.6040028475801241,-0.20787229258219753,180.0,2,Y,0,0,0,1,0,1
1,1,0,0,-0.4144543257006077,0.23184788539099088,0.10265522030045757,360.0,0,Y,1,0,0,0,0,1
1,0,0,0,-0.21139346105333234,-0.6040028475801241,-0.5805053080413837,360.0,1,N,1,0,0,0,1,0
1,0,0,0,0.11216312084336878,-0.6040028475801241,-0.05881908639852309,360.0,0,Y,1,0,0,0,0,1
1,1,1,0,-0.4264509710490132,0.03167156725714068,-0.9282961224699574,180.0,2,N,0,0,0,1,1,0
1,1,0,0,-0.18193111144768942,0.3323180603322172,-0.4314521018577092,360.0,2,N,1,0,0,0,0,1
1,1,0,1,-0.3377110797218372,0.19020815509215563,0.2144451249382134,360.0,1,Y,0,1,0,0,0,1
1,1,1,0,-0.4783188200553546,-0.030979036128262822,-0.3941888003117906,180.0,0,N,0,1,0,0,1,0
1,1,0,0,-0.11877230211343698,-0.6040028475801241,-0.5556631070107713,360.0,1,Y,0,0,0,1,0,1
1,0,0,0,0.02959797344551921,1.1716069361720436,0.2144451249382134,360.0,0,Y,0,0,1,0,0,1
1,1,0,1,1.968996831019366,-0.21663875103866587,0.06539191875453895,360.0,0,Y,0,0,1,0,0,1
1,1,0,0,0.23565799942989593,0.06452493244704739,1.0590799599790353,300.0,1,Y,0,0,1,0,0,1
1,1,0,1,1.9940486492469187,0.2555328695976678,-0.7295585142250581,360.0,1,Y,0,1,0,0,0,1
0,0,1,0,-0.17893195011058804,-0.6040028475801241,0.11507632081576377,360.0,0,Y,1,0,0,0,0,1
1,1,1,0,-0.40034062529071884,-0.6040028475801241,-0.3941888003117906,360.0,0,Y,0,0,0,1,0,1
1,1,0,0,-0.5788789354758124,0.5993471564687846,-0.20787229258219753,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,0.9648070468557769,-0.6040028475801241,1.10876436204026,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,0.5237539090467515,-0.6040028475801241,1.2578175682239345,360.0,1,Y,0,0,1,0,0,1
1,1,1,0,-0.6009315923662637,0.3265878222176986,-0.17060899103627894,360.0,0,Y,0,1,0,0,0,1
1,0,0,0,-0.32059821797484706,-0.6040028475801241,-0.8040851173168954,360.0,0,N,0,0,1,0,1,0
1,1,0,0,2.287966460282853,-0.6040028475801241,4.412777099111711,360.0,2,N,0,1,0,0,0,1
1,1,0,1,-0.13782579766678688,0.1917362185893606,0.189602923907601,360.0,1,Y,0,0,1,0,0,1
1,0,0,0,-0.5167786536723016,-0.6040028475801241,-0.8661906198934264,360.0,2,N,1,0,0,0,0,1
1,0,1,0,-0.29519355723704715,-0.6040028475801241,-0.4314521018577092,360.0,0,Y,1,0,0,0,0,1
0,0,1,1,2.0991957173005904,-0.6040028475801241,0.9969744574025042,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,-0.31177715521866656,0.22000539328765242,-0.31966219721995337,360.0,0,N,1,0,0,0,1,0
0,1,0,0,-0.3595873153571649,-0.2552223543430912,-0.49355760443424024,84.0,1,Y,0,1,0,0,0,1
1,1,1,0,-0.4876691465769059,0.04542413873198535,-0.46871540340362783,360.0,0,Y,1,0,0,0,0,1
1,1,0,1,-0.4356248763154409,-0.6040028475801241,-0.6177686095873023,360.0,1,Y,0,1,0,0,0,1
1,0,0,0,0.1620903360433505,1.0829792533341556,0.7982368491576051,360.0,0,N,1,0,0,0,1,0
0,0,0,0,-0.8325727003435639,0.8029616174713461,-0.3941888003117906,480.0,0,Y,1,0,0,0,0,1
0,0,0,0,-0.3890496649628078,-0.6040028475801241,-0.5556631070107713,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,-0.0880750037219288,1.5444544294900546,0.7858157486422989,360.0,1,Y,0,0,1,0,0,1
1,1,1,0,-0.27349374285684314,-0.03747330599138392,-0.25755669464342235,300.0,1,Y,1,0,0,0,0,1
1,1,0,0,-0.32712580441442063,1.0829792533341556,1.220554266678016,360.0,0,Y,0,0,1,0,0,1
1,1,0,1,-0.5090161184468628,0.5470109816895146,0.5373937383361748,360.0,2,Y,1,0,0,0,0,1
0,0,0,0,1.393334275551026,-0.6040028475801241,-1.3009291379291434,360.0,2,Y,0,1,0,0,0,1
1,0,1,0,-0.31160073396354293,-0.11234841735442712,-0.5556631070107713,360.0,0,N,1,0,0,0,0,1
1,1,0,0,0.12363050242640346,0.16155696451956258,1.3075019702851594,360.0,1,Y,0,1,0,0,0,1
1,1,0,0,-0.36717342932748015,0.17339945662290104,0.04054971772392655,360.0,2,Y,0,0,1,0,0,1
1,1,0,0,-0.5705871364850027,1.9425149705119475,-0.9282961224699574,180.0,1,N,1,0,0,0,0,1
1,0,0,0,0.0795251886455009,0.7964673476082249,2.065189101718838,360.0,0,N,1,0,0,0,0,1
1,1,0,0,-0.3348883396398595,0.7055475695245296,0.06539191875453895,360.0,0,Y,0,0,0,1,0,1
0,1,0,0,-0.5880528407422402,0.019447059279500974,-0.3941888003117906,480.0,1,Y,0,0,1,0,0,1
1,0,0,0,-0.12018367215442585,0.12755755170675215,0.5001304367902561,360.0,1,N,1,0,0,0,0,1
0,0,1,0,-0.3465321424780177,-0.6040028475801241,-0.6177686095873023,360.0,0,N,1,0,0,0,0,1
1,1,1,0,-0.5596490186673388,0.061468805452637464,-1.2388236353526125,360.0,1,Y,0,0,1,0,0,1
1,0,0,0,-0.505311272089267,-0.6040028475801241,-1.1146126301995505,360.0,1,Y,1,0,0,0,0,1
1,1,0,1,0.05517905543844269,-0.060012242575157124,-0.5556631070107713,360.0,0,Y,0,0,0,1,0,1
1,1,0,1,0.4558317258241615,2.133522907662568,4.1643550888055865,360.0,0,Y,0,0,1,0,0,1
1,1,0,1,2.141007554764886,-0.6040028475801241,3.17066704758109,360.0,0,Y,0,0,1,0,0,1
1,1,0,0,-0.2803741718066639,-0.6040028475801241,-0.4314521018577092,360.0,1,Y,1,0,0,0,0,1
1,1,1,0,-0.013978076570012508,-0.05772014732934968,0.2020240244229072,360.0,1,Y,0,1,0,0,1,0
1,0,1,0,-0.4737318674221407,-0.10661817923990852,-0.6301897101026085,360.0,1,Y,0,1,0,0,0,1
1,0,1,0,0.2503009636051556,-0.6040028475801241,-0.18303009155158512,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,-0.19110501671411717,-0.6040028475801241,-0.5556631070107713,360.0,2,Y,0,0,0,1,0,1
1,0,0,0,-0.31336494651477903,-0.6040028475801241,-0.4314521018577092,360.0,0,N,0,0,1,0,1,0
0,0,1,1,2.258327689422087,-0.6040028475801241,-0.24513559412811614,360.0,2,Y,1,0,0,0,0,1
1,1,0,0,0.13562714777480894,0.8881511574405228,2.2266634084178185,360.0,2,Y,1,0,0,0,0,1
1,0,0,0,-0.30824873011619436,-0.6040028475801241,-0.46871540340362783,360.0,1,Y,0,0,1,0,0,1
1,1,1,0,-0.4317436087027215,-0.399242338954659,-0.9779805245311822,360.0,0,N,1,0,0,0,0,1
1,1,0,0,0.18573078422991424,-0.6040028475801241,0.1523396223616824,180.0,0,Y,0,0,0,1,0,1
0,1,0,0,-0.13341526628869663,0.48283231480690614,-0.05881908639852309,180.0,1,Y,0,1,0,0,0,1
0,0,0,0,-0.5691757664440138,-0.6040028475801241,-0.5680842075260775,360.0,1,N,1,0,0,0,1,0
1,1,1,0,-0.5513572196765292,0.3602052191562078,-0.20787229258219753,360.0,2,Y,0,1,0,0,0,1
1,1,0,0,-0.4580303757161394,0.14092810730729557,0.12749742133106998,360.0,0,Y,1,0,0,0,0,1
1,0,1,0,-0.3539418351932094,-0.6040028475801241,-0.8040851173168954,36.0,1,N,1,0,0,0,0,1
1,0,0,0,-0.5007243194560531,0.07713145629898834,0.003286416178007935,360.0,0,Y,1,0,0,0,0,1
0,0,0,0,-0.06425813428024142,-0.6040028475801241,-0.5183998054648526,360.0,1,N,1,0,0,0,1,0
1,1,0,0,-0.45503121437903804,0.16614115501117746,-0.4314521018577092,360.0,0,Y,1,0,0,0,0,1
1,1,0,0,-0.35835236657129965,0.6375487438989087,0.1647607228769886,360.0,2,Y,0,1,0,0,0,1
1,1,1,0,-0.513426649824953,0.2872401871646708,0.4504460347290313,360.0,2,N,1,0,0,0,1,0
1,1,0,0,-0.312482840239161,1.0256768721889695,-0.15818789052097273,180.0,0,N,1,0,0,0,1,0
1,1,0,0,0.01830701311760816,-0.20976246530124354,-1.4748245451434303,360.0,1,Y,0,1,0,0,0,1
1,1,0,1,0.8423706957999915,-0.6040028475801241,1.4317129754382214,360.0,1,Y,0,0,0,1,0,1
1,1,0,0,-0.26061499123281956,0.4155975209298877,0.2144451249382134,360.0,1,Y,1,0,0,0,0,1
0,1,0,0,-0.2089235634816018,0.2769257585585373,0.4628671352443375,360.0,1,Y,1,0,0,0,0,1
1,1,1,0,-0.29801629731902496,-0.5115550059992238,-0.4562943028883216,360.0,1,Y,0,0,1,0,0,1
0,1,0,1,2.4910273249301285,-0.6040028475801241,5.654887150642331,360.0,1,Y,0,1,0,0,0,1
1,1,0,0,0.0985786841988508,0.18065775823462463,0.8230790501882175,360.0,0,Y,1,0,0,0,0,1
1,0,1,1,0.07687886981864675,-0.6040028475801241,-0.15818789052097273,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,0.6059662139343538,-0.6040028475801241,1.406870774407609,360.0,2,N,0,0,1,0,1,0
1,0,0,0,-0.35835236657129965,-0.6040028475801241,-0.9282961224699574,360.0,2,Y,1,0,0,0,0,1
1,1,0,0,-0.3465321424780177,0.35103683817297804,-0.26997779515872855,360.0,0,N,0,0,0,1,1,0
0,0,0,0,-0.5268346652143474,-0.6040028475801241,-1.685983253903636,360.0,2,N,1,0,0,0,0,1
1,1,0,0,-0.3878147161769425,0.18447791697763702,-0.5059787049495464,360.0,2,N,1,0,0,0,1,0
1,1,0,0,-0.3435329811409164,0.06452493244704739,0.5125515373055624,360.0,2,Y,0,1,0,0,0,1
1,1,0,0,1.993872227991795,-0.6040028475801241,1.6180294831678146,360.0,2,Y,0,0,1,0,0,1
1,1,1,0,0.13421577773382007,0.016772948159392287,0.5249726378208686,480.0,1,N,0,0,1,0,0,1
1,1,0,0,0.18379015042355454,-0.6040028475801241,0.06539191875453895,360.0,1,N,0,0,0,1,0,1
1,1,0,0,-0.3890496649628078,-0.42789352952725207,-0.4562943028883216,84.0,2,Y,0,0,1,0,0,1
1,0,0,0,-0.3767001771041551,0.4423386321309746,-0.4314521018577092,360.0,2,Y,1,0,0,0,0,1
1,1,0,0,-0.6319817332680191,0.2486565838602455,-0.46871540340362783,360.0,0,Y,0,1,0,0,0,1
1,1,0,0,0.2074305986101183,-0.6040028475801241,0.7485524470963802,360.0,1,Y,0,0,1,0,0,1
1,0,0,0,-0.6224549854913441,12.322268291150962,-0.6798741121638333,360.0,2,N,1,0,0,0,0,1
0,1,0,0,-0.3878147161769425,-0.6040028475801241,-1.3506135399903683,360.0,1,Y,1,0,0,0,0,1
1,1,0,0,-0.4546783718687908,0.1283215834553546,0.01570751669331414,360.0,0,N,0,1,0,0,1,0
1,1,0,0,-0.19075217420386995,0.5420447753235985,0.33865613009127543,84.0,0,N,0,1,0,0,0,1
1,1,0,0,-0.5411247868793598,-0.022574686893635523,-0.5059787049495464,360.0,2,Y,1,0,0,0,0,1
0,0,1,0,-0.5644123925556763,-0.6040028475801241,-0.9282961224699574,360.0,1,Y,1,0,0,0,0,1
1,1,0,1,-0.465440068431331,-0.6040028475801241,-0.48113650391893403,360.0,1,N,0,0,1,0,1,0
1,1,0,0,-0.4171006445274618,0.7009633790329146,-1.1021915296842442,180.0,1,Y,1,0,0,0,0,1
1,1,0,1,0.11216312084336878,-0.6040028475801241,0.7485524470963802,240.0,1,N,0,0,1,0,0,1
1,1,0,0,-0.26555478637628066,0.6566495376139707,-0.03397688536791068,180.0,0,Y,1,0,0,0,0,1
1,1,0,1,1.8975462226943038,-0.6040028475801241,1.4317129754382214,360.0,2,Y,1,0,0,0,0,1
1,0,1,0,-0.2701417390094945,-0.6040028475801241,-0.4314521018577092,360.0,0,Y,1,0,0,0,0,1
1,1,1,1,0.1797324615557115,-0.22198697327888325,0.5249726378208686,360.0,0,N,0,0,1,0,0,1
1,1,0,1,0.8113205548982361,-0.6040028475801241,0.43802493421372507,360.0,0,Y,1,0,0,0,0,1
1,1,0,0,0.07335044471617454,-0.6040028475801241,0.5870781403973996,360.0,2,Y,0,0,1,0,0,1
1,1,0,0,0.05976600807165656,-0.6040028475801241,-0.20787229258219753,360.0,2,Y,0,0,0,1,0,1
1,0,0,0,-0.29783987606390133,1.039047427789513,0.33865613009127543,360.0,0,Y,1,0,0,0,0,1
0,1,0,0,1.17069065158503,-0.6040028475801241,4.363092697050486,360.0,1,Y,0,1,0,0,0,1
1,1,0,0,-0.3465321424780177,0.35103683817297804,0.35107723060658164,360.0,1,Y,0,1,0,0,0,1
1,1,1,0,-0.24297286572045856,-0.06497844894107326,0.1523396223616824,360.0,0,Y,0,0,1,0,0,1
1,1,0,0,-0.3761709133387843,0.14092810730729557,-0.4562943028883216,360.0,0,Y,1,0,0,0,0,1
0,0,0,0,-0.43474277003982287,-0.6040028475801241,-0.9158750219546512,360.0,0,Y,1,0,0,0,0,1
1,1,0,0,-0.22197873636074894,-0.6040028475801241,-1.3009291379291434,180.0,0,Y,0,0,0,1,0,1
1,1,0,0,0.4777079614594891,-0.5123190377478263,1.344765271831078,360.0,2,Y,0,1,0,0,0,1
1,1,0,0,0.39143796770404377,-0.6040028475801241,0.5249726378208686,360.0,2,Y,0,0,1,0,0,1
0,0,0,1,-0.13782579766678688,-0.6040028475801241,-0.14576679000566653,360.0,1,N,1,0,0,0,1,0
